47.95	636
48.92	660
48.99	540
49.04	684
49.33	96
49.57	588
49.94	600
50.21	708
50.78	552
50.88	120
51.20	48
51.23	756
51.25	12
51.45	60
51.49	576
51.53	696
51.82	672
51.94	768
51.95	144
52.22	744
52.56	792
52.76	804
52.77	624
53.09	612
53.36	720
54.26	648
55.20	780
55.23	564
55.93	204
56.15	216
56.38	732
64.98	462
66.18	24
67.15	204
67.25	366
67.45	216
71.88	318
72.01	486
74.18	192
74.47	354
75.71	378
76.38	204
76.73	216
79.48	0
80.60	282
84.23	192
85.50	342
85.67	330
85.84	522
86.21	498
87.09	474
87.21	402
93.19	306
93.38	192
93.61	510
93.68	534
95.09	294
95.25	228
95.65	270
95.68	252
98.68	24
99.55	180
100.28	0
102.07	450
102.55	204
102.75	144
103.13	264
103.28	240
106.60	228
106.95	252
111.20	180
114.08	240
114.10	264
115.43	228
115.80	252
119.65	24
120.45	180
120.80	0
123.30	264
123.33	240
126.13	156
128.08	390
131.12	1026
135.83	846
140.57	918
144.64	858
146.39	1038
146.59	1002
149.28	942
150.66	978
150.89	1050
152.89	966
153.58	870
154.34	1014
155.04	882
155.28	954
155.76	822
156.35	12
158.18	144
161.99	810
162.15	894
163.08	156
164.09	930
164.93	1074
165.56	834
165.61	906
165.86	1062
167.85	0
168.05	168
169.55	24
173.05	990
187.98	24
188.18	0
200.28	156
218.38	156
237.50	12
249.78	144
46.39	661
48.25	121
48.49	541
49.73	1
49.87	613
50.10	673
50.52	757
50.96	625
51.25	565
51.47	745
51.56	733
52.20	73
52.37	601
52.46	769
52.53	805
52.76	781
52.80	25
52.98	637
53.15	553
53.25	697
53.29	589
53.53	649
53.77	577
54.25	13
54.34	793
55.21	685
55.50	205
55.50	721
55.75	157
56.96	307
57.08	193
57.53	709
59.68	475
62.47	451
66.73	205
67.61	379
68.00	391
68.43	193
73.99	343
76.00	205
77.21	295
77.70	193
78.50	181
82.05	145
84.10	217
85.69	499
85.81	535
86.26	403
86.91	319
88.55	181
89.54	463
90.95	355
91.99	283
92.27	331
93.18	523
95.13	217
95.74	487
96.43	367
97.78	181
98.35	265
98.78	229
99.28	253
99.50	241
101.50	193
102.45	169
103.25	157
105.33	217
106.70	271
108.15	1
109.33	265
109.73	229
110.78	253
111.13	241
118.43	265
118.88	229
119.20	25
119.90	253
120.30	241
125.28	145
126.33	157
127.95	511
138.06	883
141.25	919
143.38	823
146.70	1027
147.19	895
147.23	1051
147.49	1015
148.35	991
150.21	859
151.10	871
151.12	907
154.58	1063
157.87	943
158.36	979
159.82	811
161.23	1
162.14	1039
162.49	931
168.11	835
169.01	847
169.28	1075
169.54	967
169.65	25
171.38	1003
171.68	157
182.07	955
199.20	13
203.58	169
208.10	145
211.88	25
212.90	1
213.30	13
229.35	157
249.85	145
46.11	710
47.18	638
48.05	98
48.59	734
49.64	758
49.69	794
49.99	782
50.94	698
51.61	554
51.88	722
52.16	542
52.32	626
52.53	578
52.57	746
52.74	806
52.98	14
53.18	194
53.42	770
53.93	158
54.07	590
54.45	2
54.63	602
54.80	662
55.28	566
55.66	614
56.17	686
56.48	26
57.28	650
60.44	674
60.55	146
61.03	206
64.55	194
66.40	296
72.23	206
73.50	524
73.81	392
73.95	194
76.21	344
76.85	380
77.23	452
78.78	500
78.81	368
80.77	308
81.12	476
81.50	206
83.83	254
85.83	182
86.19	272
86.39	320
86.71	536
87.49	464
87.93	2
89.45	230
90.83	440
92.53	242
93.93	254
94.00	512
95.44	356
95.88	182
98.41	332
99.48	230
101.18	218
102.00	146
102.25	266
102.33	158
102.85	194
103.05	404
103.05	254
103.38	242
103.53	170
106.35	182
109.32	284
109.58	230
110.63	14
112.68	218
112.83	266
112.88	242
113.42	488
114.63	170
121.88	218
122.03	266
123.93	170
126.10	158
134.05	26
